rel_path,name,ext,size_bytes,mtime,category,doctype,lang_hint
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-17.xlsx,2024-08-17.xlsx,.xlsx,3347993,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-18.xlsx,2024-08-18.xlsx,.xlsx,3439083,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-19.xlsx,2024-08-19.xlsx,.xlsx,3325993,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-20.xlsx,2024-08-20.xlsx,.xlsx,3471448,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-21.xlsx,2024-08-21.xlsx,.xlsx,3500979,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-22.xlsx,2024-08-22.xlsx,.xlsx,3455770,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-24.xlsx,2024-08-24.xlsx,.xlsx,3394495,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-25.xlsx,2024-08-25.xlsx,.xlsx,3439952,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-26.xlsx,2024-08-26.xlsx,.xlsx,3374285,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-27.xlsx,2024-08-27.xlsx,.xlsx,3380682,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-28.xlsx,2024-08-28.xlsx,.xlsx,3434580,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-29.xlsx,2024-08-29.xlsx,.xlsx,3447276,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-31.xlsx,2024-08-31.xlsx,.xlsx,3398216,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-6.xlsx,2024-08-6.xlsx,.xlsx,3250044,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-7.xlsx,2024-08-7.xlsx,.xlsx,3384225,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-08-8 .xlsx,2024-08-8 .xlsx,.xlsx,3370251,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-01.xlsx,2024-09-01.xlsx,.xlsx,3394806,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-02.xlsx,2024-09-02.xlsx,.xlsx,3460516,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-03.xlsx,2024-09-03.xlsx,.xlsx,3494766,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-05.xlsx,2024-09-05.xlsx,.xlsx,3484178,2026-05-04T06:47:26,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-07.xlsx,2024-09-07.xlsx,.xlsx,3631429,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-08.xlsx,2024-09-08.xlsx,.xlsx,3490168,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-09.xlsx,2024-09-09.xlsx,.xlsx,3573877,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-10.xlsx,2024-09-10.xlsx,.xlsx,3418197,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-11.xlsx,2024-09-11.xlsx,.xlsx,3371416,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-12.xlsx,2024-09-12.xlsx,.xlsx,3303764,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-14.xlsx,2024-09-14.xlsx,.xlsx,3361566,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-15.xlsx,2024-09-15.xlsx,.xlsx,3347663,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-17.xlsx,2024-09-17.xlsx,.xlsx,3227886,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-18.xlsx,2024-09-18.xlsx,.xlsx,3279151,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-19.xlsx,2024-09-19.xlsx,.xlsx,3347435,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-21.xlsx,2024-09-21.xlsx,.xlsx,3265672,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/2024-09-24.xlsx,2024-09-24.xlsx,.xlsx,3332001,2026-05-04T06:47:27,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/93ecc7a1-e0a5-415e-b9ae-d5b2e28e8c05.jfif,93ecc7a1-e0a5-415e-b9ae-d5b2e28e8c05.jfif,.jfif,168098,2026-05-04T06:47:23,report_out,unknown,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/Thumbs.db,Thumbs.db,.db,204288,2026-05-04T06:47:27,report_out,unknown,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/~$2024-05-20.xlsx,~$2024-05-20.xlsx,.xlsx,165,2026-05-04T06:47:23,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/التقرير اليومي المحدث/~$2024-07-6.xlsx,~$2024-07-6.xlsx,.xlsx,165,2026-05-04T06:47:23,report_out,xlsx,en
09_REPORTS_OUT/تقارير الاستشاري/تقرير مقاول البوابات Rev01 .docx,تقرير مقاول البوابات Rev01 .docx,.docx,201927,2026-05-04T06:47:15,report_out,docx,ar
09_REPORTS_OUT/تقارير الاستشاري/تقرير مقاول البوابات Rev01 .pdf,تقرير مقاول البوابات Rev01 .pdf,.pdf,183873,2026-05-04T06:47:15,report_out,pdf,ar
09_REPORTS_OUT/تقارير الاستشاري/تقرير مقاول البوابات.docx,تقرير مقاول البوابات.docx,.docx,200630,2026-05-04T06:47:15,report_out,docx,ar
09_REPORTS_OUT/تقارير الاستشاري/تقرير مقاول البوابات.pdf,تقرير مقاول البوابات.pdf,.pdf,179868,2026-05-04T06:47:15,report_out,pdf,ar
08_TEMPLATES/CAL.xlsx,CAL.xlsx,.xlsx,86498,2026-05-04T06:47:15,template,xlsx,en
08_TEMPLATES/NCR  نموذج .docx,NCR  نموذج .docx,.docx,65251,2026-05-04T06:47:15,template,docx,ar
08_TEMPLATES/README.md,README.md,.md,777,2026-05-04T06:47:15,template,markdown,en
08_TEMPLATES/RQS.xlsx,RQS.xlsx,.xlsx,129078,2026-05-04T06:47:15,template,xlsx,en
08_TEMPLATES/اذن بدء اعمال.docx,اذن بدء اعمال.docx,.docx,111357,2026-05-04T06:47:15,template,docx,ar
08_TEMPLATES/طلب اعتماد مخططات    Request For Drawing Approval.xlsx,طلب اعتماد مخططات    Request For Drawing Approval.xlsx,.xlsx,113755,2026-05-04T06:47:15,template,xlsx,ar
